Filename,Extracted Values
X8Y4QSMO,"{""Current Assets"": ""6160"", ""Creditors: amounts falling due within one year"": ""-6028"", ""Net current assets (liabilities)"": ""132"", ""Total assets less current liabilities"": ""132"", ""Total net assets (liabilities)"": ""132"", ""Capital and reserves"": ""132""}"
X8Y4QSOG,"{""Current Assets"": ""677"", ""Creditors: amounts falling due within one year"": ""31D"", ""Net current assets (liabilities)"": ""366"", ""Total assets less current liabilities"": ""366"", ""Total net assets (liabilities)"": ""366"", ""Capital and reserves"": ""366""}"
X8Y4QT61,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Assets"": ""nan"", ""Unpaid called up share capital classed as"": ""nan"", ""current asset"": ""nan"", ""Cash at bank and in hand"": ""nan"", ""Net assets"": ""nan""}"
X8Y4QUNU,"{""Called up share capital not paid"": ""1"", ""Fixed Assets"": ""97"", ""Current Assets"": ""-"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""98"", ""Total net assets (liabilities)"": ""98""}"
X8Y4QUTD,"{""Called up share capital not paid"": ""3"", ""Net assets"": ""3"", ""Tssued share capital"": ""nan"", ""3 Ordinary Shares 1 of &#163 each"": ""3"", ""Total Shareholder funds"": ""3""}"
X8Y4QVGI,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4QVOX,"{""Fixed Assets"": ""923"", ""Current Assets"": ""4755"", ""Creditors: amounts falling due within one year"": ""-1719"", ""Net current assets (liabilities)"": ""3036"", ""Total assets less current liabilities"": ""3959"", ""Total net assets (liabilities)"": ""3959""}"
X8Y4QVUG,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""nan"", ""Net assets"": ""nan"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""nan"", ""Total Shareholder funds"": ""nan""}"
X8Y4QW2Z,"{""Fixed Assets"": ""32652"", ""Current Assets"": ""13738"", ""Prepayments and accrued income"": ""356"", ""Creditors: amounts falling due within one year"": ""-50429"", ""Net current assets (liabilities)"": ""-36335"", ""Total assets less current liabilities"": ""-3683""}"
X8Y4QWEH,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""10"", ""Net assets"": ""10"", ""Issued share capital"": ""nan"", ""10 Ordinary Shares 1 of &#163 each"": ""10"", ""Total Shareholder funds"": ""10""}"
X8Y4QX4H,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""nan"", ""Net assets"": ""nan"", ""Issued share capital"": ""nan"", ""100 Ordinary Shares of &#163 100 each"": ""nan"", ""Total Shareholder funds"": ""nan""}"
X8Y4QXRM,"{""Fixed Assets"": ""nan"", ""Current Assets"": ""nan"", ""Creditors: amounts falling due within one"": ""nan"", ""year"": ""nan"", ""Net current assets (liabilities)"": ""nan""}"
X8Y4QXYP,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4QZ0O,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""11"", ""Net assets"": ""11"", ""Issued share capital"": ""nan"", ""11 Ordinary Shares of &#163 | each"": ""11""}"
X8Y4QZEX,"{""Current Assets"": ""5383"", ""Creditors: amounts falling due within one year"": ""-5054"", ""Net current assets (liabilities)"": ""329"", ""Total assets less current liabilities"": ""329"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Total net assets (liabilities)"": ""329""}"
X8Y4QZFL,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Fixed assets"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current liabilities"": ""nan""}"
X8Y4R0K3,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Assets"": ""nan"", ""Cash at bank and in hand"": ""nan"", ""Net assets"": ""nan"", ""Capital & reserves"": ""nan"", ""Fully paid called up share capital"": ""nan""}"
X8Y4R1VE,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4R1X6,"{""Current Assets"": ""30432"", ""Creditors: amounts falling due within one year"": ""-30213"", ""Net current assets (liabilities)"": ""219"", ""Total assets less current liabilities"": ""219"", ""Total net assets (liabilities)"": ""219"", ""Capital and reserves"": ""219""}"
X8Y4R2E0,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4R2LT,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""nan"", ""10000"": ""nan"", ""Capital and reserves"": ""nan"", ""Called up share capital"": ""nan""}"
X8Y4R2OQ,"{""Fixed Assets"": ""211"", ""Current Assets"": ""795"", ""Net current assets (liabilities)"": ""795"", ""Total assets less current liabilities"": ""1006"", ""Creditors: amounts falling due after more than one"": ""nan"", ""(2573)"": ""-1982""}"
X8Y4R2T6,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""30"", ""Net assets"": ""30""}"
X8Y4R2TV,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Fixed assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current liabilities"": ""nan"", ""Total assets less current liabilities"": ""nan""}"
X8Y4R4EZ,"{""Called up share capital not paid"": ""100"", ""Current assets"": ""-"", ""Creditors: amounts falling due within one year"": ""-1122"", ""Net current liabilities"": ""-1122"", ""Total assets less current liabilities"": ""-1022""}"
X8Y4R4QG,"{""Called up share capital not paid"": ""1"", ""Current assets"": ""5792"", ""Creditors: amounts falling due within one year"": ""-5161"", ""Net current assets"": ""631"", ""Total assets less current liabilities"": ""632""}"
X8Y4R5PL,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4R7EY,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4R7MZ,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100""}"
X8Y4R8QG,"{""Called up share capital not paid"": ""98"", ""Fixed Assets"": ""173395"", ""Current Assets"": ""79129"", ""Creditors: amounts falling due within one year"": ""-77245 -118666"", ""Net current assets (liabilities)"": ""1884"", ""Total assets less current liabilities"": ""175377""}"
X8Y4R8UH,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4R014,"{""Fixed Assets"": ""nan"", ""Current Assets"": ""nan"", ""Creditors: amounts falling due within one"": ""nan"", ""year"": ""nan"", ""Net current assets (liabilities)"": ""nan"", ""Total assets less current liabilities"": ""nan""}"
X8Y4R66O,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4R88A,"{""Current Assets"": ""233663"", ""Creditors: amounts falling due within one year"": ""-37418"", ""Net current assets (liabilities)"": ""196245"", ""Total assets less current liabilities"": ""196245"", ""Total net assets (liabilities)"": ""196245"", ""Capital and reserves"": ""196245""}"
X8Y4R942,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4RB69,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4RCC3,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4RCN0,"{""Creditors: amounts falling due within one year"": ""nan"", ""Net current liabilities"": ""nan""}"
X8Y4RE7S,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Called up share capital not paid"": ""nan"", ""Capital and reserves"": ""nan""}"
X8Y4REEP,"{""Fixed Assets"": ""-"", ""Current Assets"": ""9"", ""Net current assets (liabilities)"": ""9"", ""Total assets less current liabilities"": ""9"", ""Total net assets (liabilities)"": ""9"", ""Capital and reserves"": ""9""}"
X8Y4REMA,"{""Called up share capital not paid"": ""100"", ""Fixed Assets"": ""41605"", ""Current Assets"": ""81299"", ""Net current assets (liabilities)"": ""81299"", ""Total assets less current liabilities"": ""123004"", ""Total net assets (liabilities)"": ""123004""}"
X8Y4RFD6,"{""Fixed Assets"": ""2408"", ""Creditors: amounts falling due within one year"": ""-2398"", ""Net current assets (liabilities)"": ""-2398"", ""Total assets less current liabilities"": ""10"", ""Total net assets (liabilities)"": ""10"", ""Capital and reserves"": ""10""}"
X8Y4RG7U,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4RGAB,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""10"", ""Net assets"": ""10"", ""Issued share capital"": ""nan"", ""10 Ordinary Shares 1 of &#163 each"": ""10"", ""Total Shareholder funds"": ""10""}"
X8Y4RH9C,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""nan"", ""100"": ""nan"", ""Capital and reserves"": ""nan"", ""Called up share capital"": ""nan""}"
X8Y4RHX7,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Net current assets"": ""nan"", ""Capital and reserves"": ""nan""}"
X8Y4RI3S,"{""Current Assets"": ""3"", ""Creditors: amounts falling due within one year"": ""-646"", ""Net current assets (liabilities)"": ""-643"", ""Total assets less current liabilities"": ""-643"", ""Total net assets (liabilities)"": ""-643"", ""Capital and reserves"": ""-643""}"
X8Y4RJKJ,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4RKWI,"{""Called up share capital not paid"": ""-"", ""Fixed Assets"": ""3942"", ""Current Assets"": ""-"", ""Prepayments and accrued income"": ""-"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0""}"
X8Y4RL0B,"{""Called up share capital not paid"": ""10000"", ""Net assets"": ""10000"", ""Tssued share capital"": ""nan"", ""10000 Ordinary Shares 1 of &#163 each"": ""10000"", ""Total Shareholder funds"": ""10000""}"
X8Y4RLJL,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares of &#163 | each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4RLLM,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4RM4W,"{""Fixed Assets"": ""373"", ""Current Assets"": ""45379"", ""Creditors: amounts falling due within one year"": ""(14"", ""Net current assets (liabilities)"": ""30944"", ""Total assets less current liabilities"": ""31317"", ""Total net assets (liabilities)"": ""31317""}"
X8Y4RM48,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1""}"
X8Y4RMKR,"{""Fixed Assets"": ""286179"", ""Current Assets"": ""53641"", ""Creditors: amounts falling due within one year"": ""-267340"", ""Net current assets (liabilities)"": ""-213699"", ""Total assets less current liabilities"": ""72480""}"
X8Y4RP2J,"{""Fixed Assets"": ""1522"", ""Current Assets"": ""21449"", ""Creditors: amounts falling due within one year"": ""-22532"", ""Net current assets (liabilities)"": ""-1083"", ""Total assets less current liabilities"": ""439"", ""Total net assets (liabilities)"": ""439""}"
X8Y4RPRV,"{""Fixed Assets"": ""9920"", ""Current Assets"": ""21864"", ""Creditors: amounts falling due within one year"": ""-16724"", ""Net current assets (liabilities)"": ""5140"", ""Total assets less current liabilities"": ""15060"", ""Total net assets (liabilities)"": ""15060""}"
X8Y4RPXC,"{""Creditors: amounts falling due within one year"": ""-5374"", ""Net current assets (liabilities)"": ""-5374"", ""Total assets less current liabilities"": ""-5374"", ""Total net assets (liabilities)"": ""-5374"", ""Capital and reserves"": ""-5374""}"
X8Y4RQMB,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""37"", ""Net assets"": ""37"", ""Issued share capital"": ""nan"", ""37 Ordinary Shares 1 of &#163 each"": ""37"", ""Total Shareholder funds"": ""37""}"
X8Y4RR01,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current assets"": ""nan"", ""Total assets less current liabilities"": ""nan""}"
X8Y4RREB,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4RSXR,"{""Called up share capital not paid"": ""nan"", ""Net assets"": ""nan"", ""Tssued share capital"": ""nan"", ""10 Ordinary Shares of &#163 | each"": ""nan"", ""Total Shareholder funds"": ""nan""}"
X8Y4RTW8,"{""Fixed Assets"": ""18099"", ""Current Assets"": ""609"", ""Creditors: amounts falling due within one year"": ""-23896"", ""Net current assets (liabilities)"": ""-23287"", ""Total assets less current liabilities"": ""-5188"", ""Total net assets (liabilities)"": ""-5188""}"
X8Y4RU81,"{""Called up share capital not paid"": ""-"", ""Fixed Assets"": ""279290"", ""Current Assets"": ""2823"", ""Prepayments and accrued income"": ""600"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""3423""}"
X8Y4RUDE,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 Ordinary Shares of &#163 | each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4RUPK,"{""Fixed Assets"": ""245"", ""Current Assets"": ""18448"", ""Creditors: amounts falling due within one year"": ""977)"", ""Net current assets (liabilities)"": ""17471"", ""Total assets less current liabilities"": ""17716"", ""Total net assets (liabilities)"": ""17716""}"
X8Y4RV3M,"{""Called up share capital not paid"": ""10000"", ""Net assets"": ""10000"", ""Tssued share capital"": ""nan"", ""10000 Ordinary Shares 1 of &#163 each"": ""10000"", ""Total Shareholder funds"": ""10000""}"
X8Y4RVQH,"{""Net assets"": ""0"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 0 of &#163 each"": ""0"", ""Total Shareholder funds"": ""0""}"
X8Y4RWLD,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1000"", ""Net assets"": ""1000"", ""Issued share capital"": ""nan"", ""1000 Ordinary Shares 1 of &#163 each"": ""1000"", ""Total Shareholder funds"": ""1000""}"
X8Y4RX03,"{""Fixed Assets"": ""15302"", ""Current Assets"": ""8242"", ""Creditors: amounts falling due within one year"": ""-9106"", ""Net current assets (liabilities)"": ""-864"", ""Total assets less current liabilities"": ""14438""}"
X8Y4RX54,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4RXDD,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Fixed assets"": ""nan"", ""Current assets"": ""nan"", ""Prepayments and accrued income"": ""nan"", ""33029"": ""nan""}"
X8Y4RYWX,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""nan"", ""Net assets"": ""nan"", ""Issued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""nan"", ""Total Shareholder funds"": ""nan""}"
X8Y4RZAZ,"{""Current Assets"": ""187"", ""Creditors: amounts falling due within one year"": ""-9547"", ""Net current assets (liabilities)"": ""-9360"", ""Total assets less current liabilities"": ""-9360"", ""Creditors: amounts falling due after more than one"": ""nan"", ""-"": ""(7""}"
X8Y4RZKO,"{""Current Assets"": ""nan"", ""Net current assets (liabilities)"": ""nan"", ""Total assets less current liabilities"": ""nan"", ""Total net assets (liabilities)"": ""nan"", ""Capital and reserves"": ""nan""}"
X8Y4RZMH,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current assets"": ""nan"", ""Total assets less current liabilities"": ""nan""}"
X8Y4S1CP,"{""Fixed Assets"": ""9310"", ""Current Assets"": ""116772"", ""Creditors: amounts falling due within one year"": ""-54731"", ""Net current assets (liabilities)"": ""62041"", ""Total assets less current liabilities"": ""71351"", ""Total net assets (liabilities)"": ""71351""}"
X8Y4S1RV,"{""Fixed Assets"": ""3"", ""Current Assets"": ""13787"", ""Creditors: amounts falling due within one year"": ""-14360"", ""Net current assets (liabilities)"": ""-573"", ""Total assets less current liabilities"": ""-570"", ""Total net assets (liabilities)"": ""-570""}"
X8Y4S2W9,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4S3MP,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Fixed assets"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within one"": ""nan"", ""year"": ""nan"", ""Net current assets"": ""nan""}"
X8Y4S3PL,"{""Called up share capital not paid"": ""-"", ""Fixed Assets"": ""-"", ""Current Assets"": ""-"", ""Prepayments and accrued income"": ""-"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0""}"
X8Y4S3QX,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""nan"", ""Net assets"": ""nan"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""nan"", ""Total Shareholder funds"": ""nan""}"
X8Y4S3RE,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assers"": ""nan"", ""Net eurrcut ąsscts"": ""nan""}"
X8Y4S3T6,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4S3TU,"{""Called up share capital not paid"": ""-"", ""Fixed Assets"": ""20766"", ""Current Assets"": ""-"", ""Prepayments and accrued income"": ""-"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0""}"
X8Y4S3VE,"{""Called up share capital not paid"": ""10"", ""Net assets"": ""10"", ""Tssued share capital"": ""nan"", ""10 Ordinary Shares of &#163 | each"": ""10"", ""Total Shareholder funds"": ""10""}"
X8Y4S4OI,"{""&#163"": ""nan"", ""Current asscts"": ""2726"", ""Creditors: amounts falling due within one year"": ""1510"", ""Net current assets"": ""1216"", ""Total assets less current liabilities"": ""1216"", ""Accruals and deferred income"": ""360""}"
X8Y4S6AA,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4S7YB,"{""Fixed Assets"": ""312884"", ""Current Assets"": ""5946"", ""Prepayments and accrued income"": ""45"", ""Creditors: amounts falling due within one year"": ""-22974"", ""Net current assets (liabilities)"": ""-16983"", ""Total assets less current liabilities"": ""295901""}"
X8Y4S08G,"{""Fixed Assets"": ""348"", ""Current Assets"": ""6513"", ""Creditors: amounts falling due within one year"": ""-4066"", ""Net current assets (liabilities)"": ""2447"", ""Total assets less current liabilities"": ""2795"", ""Total net assets (liabilities)"": ""2795""}"
X8Y4S8TF,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""3"", ""Net assets"": ""3"", ""Issued share capital"": ""nan"", ""3 Ordinary Shares 1 of &#163 each"": ""3"", ""Total Shareholder funds"": ""3""}"
X8Y4S9F6,"{""Called up share capital not paid"": ""3"", ""Net assets"": ""3"", ""Tssued share capital"": ""nan"", ""3 Ordinary Shares 1 of &#163 each"": ""3"", ""Total Shareholder funds"": ""3""}"
X8Y4S037,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100""}"
X8Y4S41N,"{""Fixed Assets"": ""859"", ""Current Assets"": ""22906"", ""Creditors: amounts falling due within one year"": ""-6129"", ""Net current assets (liabilities)"": ""16777"", ""Total assets less current liabilities"": ""17636"", ""Total net assets (liabilities)"": ""17636""}"
X8Y4S57L,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4S66I,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4S969,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100""}"
X8Y4SA4Q,"{""Current Assets"": ""201116"", ""Creditors: amounts falling due within one year"": ""-177"", ""Net current assets (liabilities)"": ""200939"", ""Total assets less current liabilities"": ""200939"", ""Total net assets (liabilities)"": ""200939"", ""Capital and reserves"": ""200939""}"
X8Y4SBPU,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""2"": ""Oridinary"", ""Total Shareholder funds"": ""2""}"
X8Y4SDBE,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4SE57,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares of &#163 | each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4SESG,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SEYR,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SF81,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SFA1,"{""Current Assets"": ""573"", ""Creditors: amounts falling due within one year"": ""-2907"", ""Net current assets (liabilities)"": ""-2334"", ""Total assets less current liabilities"": ""-2334"", ""Total net assets (liabilities)"": ""-2334"", ""Capital and reserves"": ""2334""}"
X8Y4SFD5,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SFR7,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Called up share capital not paid"": ""nan"", ""Capital and reserves"": ""nan""}"
X8Y4SHTK,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SINS,"{""Fixed Assets"": ""3526"", ""Current Assets"": ""232315"", ""Creditors: amounts falling due within one year"": ""-48208"", ""Net current assets (liabilities)"": ""184107"", ""Total assets less current liabilities"": ""187633"", ""Total net assets (liabilities)"": ""187633""}"
X8Y4SIQW,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SJNN,"{""Current Assets"": ""6832"", ""Creditors: amounts falling due within one year"": ""-2192"", ""Net current assets (liabilities)"": ""4640"", ""Total assets less current liabilities"": ""4640""}"
X8Y4SKV5,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares of &#163 | each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4SLB7,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SLGQ,"{""Called up share capital not paid"": ""1"", ""Current Assets"": ""48349"", ""Creditors: amounts falling due within one year"": ""-47490"", ""Net current assets (liabilities)"": ""859"", ""Total assets less current liabilities"": ""860"", ""Total net assets (liabilities)"": ""860""}"
X8Y4WJSR,"{""Called up share capital not paid"": ""1"", ""Fixed Assets"": ""-"", ""Current Assets"": ""2151"", ""Prepayments and accrued income"": ""108749"", ""Creditors: amounts falling due within one year"": ""-105749"", ""Net current assets (liabilities)"": ""5151""}"
X8Y4WKMB,"{""Registered number: SC596413"": ""nan"", ""31 May 2019"": ""nan"", ""&#163"": ""nan"", ""Fixed assets"": ""nan"", ""Current assets"": ""nan"", ""Creditors: Amounts Falling Due Within One Year"": ""nan"", ""NET CURRENT ASSETS"": ""nan""}"
X8Y26BQO,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y26QBM,"{""Current Assets"": ""26772"", ""Creditors: amounts falling due within one year"": ""-1612"", ""Net current assets (liabilities)"": ""25160"", ""Total assets less current liabilities"": ""25160"", ""Accruals and deferred income"": ""-1800"", ""Total net assets (liabilities)"": ""23360""}"
X8Y28A2W,"{""Fixed Assets"": ""11779"", ""Current Assets"": ""43205"", ""Creditors: amounts falling due within one year"": ""-14407"", ""Net current assets (liabilities)"": ""28798"", ""Total assets less current liabilities"": ""40577"", ""Total net assets (liabilities)"": ""40577""}"
X8Y28AFV,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y28AR5,"{""Called up share capital not paid"": ""-"", ""Fixed Assets"": ""-"", ""Current Assets"": ""-"", ""Prepayments and accrued income"": ""-"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0""}"
X8Y28AVS,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28BDM,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
